"Facing North, Build a red block on top of the red block.",red
"Facing North, Build 3 purple blocks on top of the purple blocks as arranged previously.",purple
"Facing North, Destroy the blue blocks on both the side. Also Destroy the bottom side Red and purple blocks.",mixed
"Facing North, Build a blue on top of the left most purple block.",blue
"Facing north, Build a blue block left side of the existing blue block.",blue
Place a red block one level higher in the middle of the grid.,red
"Facing north, build a 3 by 3 vertical purple square, from left to right, one level higher than the grid, right behind the red block.",purple
"Facing north, place a blue block to the right of the rightmost purple block and to the left of the leftmost purple block OF THE TOP ROW.",blue
Place a blue block on top of each existing blue block.,blue
"Facing north, place a blue block to the right of the leftmost blue block and another one to the left of the rightmost blue block.",blue
"Facing north, put 3 purple blocks side by side",purple
Put 3 purple blocks in a row,mixed
put a red block in front of the middle purple block,red
place two purple blocks atop each purple block,purple
place blue block atop highest western purple block,blue
Place a blue block on the top westmost purple block.,blue
Destroy the topmost blue block on the eastern side of the structure.,mixed
put a red block on top of the red block,red
remove the bottom red block,mixed
Remove the bottom purple blocks. All three of them,mixed
"Place a blue block on top of the west-most purple block. That is, not touching the existing blue block (there's a space between).",blue
remove the blue blocks on each side,mixed
"Place a row of three blue blocks on top of the existing structure. Then, destroy the middle one.",blue
replace blue blocks with purple,purple
"Place a red block in the middle of the grid, one block higher than the ground.",red
"Facing north, build a 3 by 3 vertical purple square from left to right, immediately behind the red block, one block above the ground, the center column of the square should be aligned with the red block.",purple
Place a blue block on top of the leftmost and rightmost purple block of the top row.,blue
"Facing north, place a blue block to the left of the leftmost blue block and another one to the right of the rightmost blue block.",blue
"Facing north, place a blue block under both the leftmost and rightmost blue blocks.",blue
"Facing north, build a 3 by 3 vertical purple square, from left to right, in the middle of the grid, one block higher than the ground.",purple
Place a red block in front of the central purple block,red
"Place one red block in the middle, one level up than the ground.",red
"Behind the red block, build a 3x3 square of purple blocks centered around the red block. The purple block should be one level higher than the ground.",purple
"Place a blue block on top of the leftmost top purple block;
Do the same on the rightmost one.",blue
"If there are cyan/light blue blocks available, replace the existing blue blocks with them;
Then to the left of the leftmost top purple block, place a cyan/light blue block;
Do the same as the previous step on the other side.",blue
Place a blue block on top of the rightmost and leftmost and rightmost blue blocks.,blue
"One level from the grid, build a 3 by 3 purple square from left to right in the middle of the grid.",purple
Place a red block in front of the middle purple block of the bottom row.,red
"In the middle of the grid, place a red block one block higher.",red
"4 Facing north, build a 3 by 3 purple square behind the red block, one block higher than the grid.",purple
Place a blue block on top of both the left and right top purple blocks.,blue
"Facing north, place a blue block to the left of the leftmost blue block and another one to the right of the rightmost blue block",blue
"In the middle of the grid, place a red block one level higher than the grid.",red
"Facing north, build a 3 by 3 vertical purple square centered behind the red block, one level higher from the grid.",purple
Place a blue block on top of both the rightmost and leftmost top purple blocks.,blue
Place a blue block to the right of the rightmost blue block and another one to the left of the leftmost blue block.,blue
"place 1 blue block, skip a space, then another blue block from west to east",blue
"Facing North, From the bottom left side area - Move into 5th column and 4th row position. Build a blue block.",blue
"Facing north, build 2 blue blocks vertically on top of the existing blue block. Still facing north, build a blue block directly to the left of the middle blue block. Build another blue block directly to the right of the middle blue block. Finally, break the middle blue block. You should have made a cross with a hole in the middle.",blue
"Facing South, destroy the left most green block. Build 2 green blocks vertically on top of the existing green block (the one you didn't destroy), so that you have a tower of 3 green blocks. Build a green block immediately to the left of the middle green block, and another one immediately to the right of it. Finally, destroy the middle green block. Your green structure should look like the blue structure behind it.",green
"Facing South, build a purple block on the 6th column counting from the left and the 6th row counting from the bottom. Using this starting purple block as the bottom piece, build a purple structure that looks like the other green and blue structures.",purple
"Facing south, place a single purple block on the center.",purple
"Facing South, From the bottom left side area - Move into 6th column and 5th row position. Build a purple block.",purple
"Stack 3 blue blocks in the middle of the grid, then break the middle one.",blue
place 3 red blocks next to each other,red
"Facing east, back up two spaces, then build a tower of four blue blocks.",blue
Stack 5 green blocks atop each other,green
"Facing south, walk backwards and to your right a little bit, then place a tower of eight blue blocks.",blue
"Facing north, go to the top of the blue tower, then place two blue blocks to the right of the top block.",blue
Step forward and place 6 green blocks in a tall stack.,green
Build two columns of two red blocks each to make together a square.,red
"Facing North, add a green block on the top left of red block",green
Remove the green block block and place a green block a the right of the remove one,green
"Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.",green
Place two green blocks on top of the topmost green block.,green
Remove green tower. Shift the others block (reds and one remaining green) to one block higher,mixed
"Place a green block to the left of the topmost green block;
Break the block to the right of the block you just placed.",green
Place two more green blocks on top of the topmost one.,green
"Place two green blocks to the left of the topmost green block;
Place two green blocks under the last block you placed;
Break the leftmost green block on the top row.",green
"Facing north, build a 2 by 2 vertical red square from left to right in the middle of the grid.",red
"Facing north, skip one square to the left of the red square and build another 2 by 2 red square from right to left, one level higher than the grid, so that there's a 1 block gap between the 2 squares.",red
"Facing north, place one more row of red blocks on top of the left red square, break its bottom row.",red
"Facing North, Move to left side red block, Build 2 blocks on top as previous and Destroy the bottom side 2 red blocks.",red
"Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.",red
"Facing north, place a green block on top of the left red block of the top row.",green
"Facing north, place a green block to the left of the existing one, then stack 3 green blocks on top of that, break the first block you placed.",green
"Facing north, build another red square, 2 blocks to the left of the existing one, one level higher than the ground, so it's not touching the ground and there's a 1 block gap between the red squares.",red
"Facing north, place 2 green blocks on top of the leftmost red block.",green
"Facing north, place a green block to the left of the topmost green block.",green
"Facing north, place a green block to the right of the rightmost green block of the top row, then place a green block on top of that, finally, break the first block you placed.",green
"Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.",red
"Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.",green
"Facing north, skip one two blocks to the left of the red square and build another identical square but 1 block higher than the ground, so that there's a 1 block gap between the two squares.",red
"Facing north, stack 2 green blocks on top of the leftmost red block.",green
"Facing north, place a green block to the right of the rightmost green block of the top row, then place a green block on top of that, finally, break the first block you placed.",green
"Facing north, place a green block to the left of the top block of the 3 blocks tall green tower.",green
"Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.",green
"Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block",red
"Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.",red
"Facing North, From the left Build a Green block on top of the red block.",green
"Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.",green
"Facing north, skip two blocks to the left of the red square and build another 2 by 2 vertical red square, from right to left, one level higher than the ground. There should be a one-block gap between the two squares.",red
"Facing north, stack 2 green blocks on top of the leftmost red block.",green
"Facing north, place a green block to the left of the of the top block of the 3 blocks tall green tower.",green
"Facing north, build a single green block in diagonal of the higher green line, at the right position",green
"Facing North, from the left Destroy the bottom side 2 red blocks.",mixed
"Facing north, place a red block below each of the two red blocks on the left.",red
"Stack 6 green blocks in the middle of the grid, then break the first three from the bottom.",green
"Place a green block on top of the left red block, then another one to its left, then place 3 green blocks on top of that one, then break the second block you placed",green
Destroy the green block and Build a green block at the left side on top red block.,green
Build 3 green blocks by stacking on the left edge of the green block.,green
"Facing North, place 2 green blocks to the left of the topmost green block, then place two blocks under the last block, then break the second block you placed.",green
"Facing north, place 2 red blocks under the leftmost green tower.",red
"Facing north, place 2 red blocks next to the 2 leftmost red blocks, forming a square.",red
"Facing north, place a green block on top of the rightmost green block of the top row, then place another one to the right of it, then break the first block you placed.",green
"Facing north, place a green block on top of the left red block of the top row.",green
"Facing north, place a green block to the left of the existing one, then place 3 more green blocks on top of the one you just placed, then break the first block you placed.",green
"Facing north, place two green blocks to the left of the topmost green block, then place two green blocks under the last block you placed.",green
"Facing north, break the leftmost topmost green block.",mixed
"Facing north, on the top row, place a green block to the right of the rightmost green block, then place another green block on top of that, finally, break the first block you placed.",green
"Facing north, place two red blocks below the bottom leftmost green block, then place a red block to the right of both blocks you just placed, forming a 2 by 2 red square.",red
Build two columns of two red blocks each in order to form a square,red
"Facing north, build a 6 blocks tall green tower immediately to the left of the red square, then break the first 3 green blocks.",green
"Facing north, build a vertical 2 by 2 red square from left to right in the middle of the grid.",red
"Facing North, move to the left edge of the grid and place a red block;
Place a red block on top of it;
Place a red block on each side of the bottom one.",red
"Facing North, move to the right edge of the grid and place a purple block;
Place a purple block on top of it;
Place a purple block on each side of the bottom one.",purple
Place a green square at the on the right corner (opposite of red corner),green
Replace the green block by a yellow one,yellow
Place a yellow block on top of the existing one.,yellow
Place a green block on the empty corner (opposite to red corner),green
"Place a green block on top of the existing one;
Place a green block on both sides of the bottom green block.",green
Place a yellow block on both sides of the bottom yellow block.,yellow
"Facing north, stack 2 yellow blocks on the top right edge of the grid.",yellow
"Facing north, stack 2 red blocks on the top left corner of the grid.",red
Place a red block on both sides of the bottom red block.,red
"Facing north, stack 2 yellow blocks on the top right corner of the grid.",yellow
Place a yellow block on both sides of the bottom yellow block.,yellow
"Facing SOUTH, stack 2 purple blocks on the top right corner of the grid.",purple
Place a purple block on both sides of the bottom purple block.,purple
"Facing SOUTH, stack 2 green blocks on the top left corner of the grid.",green
Place a green block on both sides of the bottom green block.,green
"Facing North, Build a blue block in the left most corner.",blue
Destroy the blue block and build a purple block there.,purple
"Facing East, place one green block on the very top right corner of the map.",green
"Facing north, stack 2 yellow blocks on the top right corner of the grid.",yellow
"Facing north, stack 2 yellow blocks on the top right corner of the grid.",yellow
facing north build red block in the north west corner,red
"Facing North, Build two Yellow blocks at left and right of the existing bottom yellow block.",yellow
"Build 3 Red blocks on existing red block at top, right and left direction respectively.",red
"Facing North, Build 2 purple blocks at the left most corner by one top another.",purple
"Break the existing purple block, then, facing south, stack 2 purple blocks on the top right corner of the grid.",purple
"Facing north, stack 2 yellow blocks on the top right corner of the grid.",yellow
Place a yellow block on both sides of the bottom yellow block.,yellow
"Facing north, stack 2 red blocks on the top left corner of the grid.",red
"Facing west, Build a red block at the left side of the bottom red block.",red
"Facing south, stack 2 purple blocks on the top right corner of the grid.",purple
"Facing North, Build a red block at the right side of the bottom red block.",red
Place a purple block on both sides of the bottom purple block.,purple
"Facing south, stack 2 green blocks at the top left corner of the grid.",green
Go to the top right edge of the grid and place 2 yellow blocks on top of each other.,yellow
"Facing north, go to the top left edge and stack 2 red blocks.",red
"Facing South, stack 2 green blocks at the top left edge of the grid.",green
Place a yellow block on both sides of the bottom yellow block.,yellow
Place a block on both sides of the bottom green block.,green
Place a red block on both sides of the bottom red block.,red
Place a purple block on both sides of the bottom purple block.,purple
"Facing north, stack 2 yellow blocks on the top right edge of the grid.",yellow
In the top left corner build a column of two red blocks.,red
In the top left corner place two yellow blocks on top of each other.,yellow
"Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.",yellow
Place a yellow on both sides of the bottom yellow block.,yellow
"Facing the East, put on green square in the top right corner.",green
"Facing south, stack 2 purple blocks at the top right edge of the grid.",purple
Place one green block on top of the current green block.,green
"Facing south, place a green block on both sides of the bottom green block.",green
"Facing south, place one purple block to the left of the existent purple tower and one purple block in front of the tower.",purple
"Place two red blocks in a row from left to right, then leave one square empty and place another two red blocks in the same way.",red
"Facing north, break the middle block of the line, then place a 3 blocks long red line on top of the existing one, from left to right, starting on the 2nd red block from the left.",red
"Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.",red
"Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.",red
"Facing WEST, place 3 blue blocks to the left of the bottom red block closest to you.",blue
Facing north place a blue block on top of each existing blue block.,blue
"Facing WEST, break the middle blue block of the top row, then place a blue block to the left of the leftmost blue block and another one to the right of the rightmost blue block OF THE TOP ROW.",blue
"Facing north, place 5 red blocks, from left to right, starting at the left edge of the grid, then break the middle block.",red
Place a blue block on top of the first red block on the left.,blue
"Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.",red
"Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).",blue
"Facing North, Build a Red block on top of the left side block.",red
"Facing north, build two red block at the left of the highest red block, which gives you a line of three red blocks",red
"Facing North, Build a red block down to the left most red block.",red
"Facing WEST, place 3 blue blocks, horizontally, to the left of the red block closest to you.",blue
"Facing WEST, place a blue block on top of every existing blue block, then break the middle blue block of the top row.",blue
"Facing WEST, place a blue block to the left of leftmost blue block of the top row and another one to the right of the rightmost blue block of the top row.",blue
"Facing north, place a red block to the left of the leftmost red block of the bottom row.",red
On the left edge of the grid place two red blocks from left to right.,red
"In the exact center of the grid, build a tower of 2 red blocks.",red
"Facing south, Build a red block at the left of the bottom red block.",red
"Facing south, Build 2 red blocks at right side of the top side red block (side by side).",red
"Facing South, Build 2 red blocks at bottom of the right most red block (side by side towards right)",red
"Facing west, place 3 blue blocks to the left of the red block closest to you.",blue
"Facing West, Build a blue block on top of the left most blue block.",blue
"Facing South, Build a blue block on top of the left most red block.",blue
"Facing west, place a blue block to the left of both existing blue blocks on the top row.",blue
"Facing north, build a tower of 2 red blocks, in the middle of the map",red
"Facing north, place 2 red blocks from left to right on the left edge of the grid.",red
"Facing north, place a red block on top of the right red block, then place two blocks to the right of that one.",red
"Facing north, place a block below the rightmost red block, then place a red block to the right of that.",red
"Facing north, place a blue block on top of the rightmost red block.",blue
"Facing west, place a blue block to the left of the existing blue block.",blue
"Facing west, place a block below the leftmost blue block, then place two blue blocks to the left of that.",blue
"Facing west, place a blue block on top of the leftmost blue block, then place another one to the left of that.",blue
Build a column of 5 purple blocks,purple
Stack 5 purple blocks on top of one another,purple
Make a stack of 5 purple blocks,mixed
"Place 4 purple blocks to the right of the top most purple block, in a row",purple
place a purple block above and below the high purple block 1 to the left of the eastmost high block,purple
place a purple block 2 east and 3 levels up from the base of the purple stack,purple
facing south put a blue box diagonal to the right of the upper most block.,blue
Replace the blue box with a purple box.,purple
Stack 5 purple blocks in the middle of the grid.,purple
"Facing north, place 4 purple blocks to the right of the top block of the purple tower.",purple
"Facing north, stack 2 purple blocks above and below the 2nd purple block from the right.",purple
Build a column of 5 purple blocks.,purple
"Facing North, place 4 purple blocks to the right of the top purple block of the existing tower.",purple
"Break every block on the horizontal line, except for the one that's the bottom of the tower;
Place 4 purple blocks to the right of the TOP purple block.",purple
Place a purple block on top and below the fourth purple block on the line.,purple
"Place a purple block on top of the topmost one;
Place a purple block to the left of that;
Remove the first block you placed.",purple
"Place a purple block below the lowest purple block (not counting the tower itself);
Place a purple block to the left of that;
Remove the first block you placed.",purple
"Break the rightmost purple block;
Shift the staircase-like structures one block to the left.",purple
Stack five purple blocks in the middle of the grid.,purple
"Facing north, place 4 purple blocks to the right of the top purple block.",purple
"Facing north, place 2 purple blocks on top and below the 2nd purple block from the right.",purple
Stack 5 purple blocks in the middle of the grid.,purple
"Facing north, place 4 purple blocks to the right of the top block.",purple
"Facing north, place a purple block on top of the highest one, then place 2 purple blocks under the 2nd purple block from the right.",purple
"Facing North, Destroy the bottom purple block at the second block from the left side.",mixed
Place another purple block on top of the one that is already there.,purple
Place another purple black on top of the two blocks.,purple
Build a 5 blocks tall purple tower in the middle of the grid.,purple
"Facing north, place a purple block on top and under the second purple block from the right.",purple
"4 Facing north, place a purple block on top of the top purple block, then another one to the left of that, then break the first block you placed.",purple
"Facing north, place a block below the lowest purple block (not counting the tower), then place a block to the left of that one, now break the first block you placed.",purple
Build two columns of three purple blocks each separated by an empty square.,purple
Build two columns of three purple blocks each separated by an empty cell.,purple
Stack 3 purple blocks in the middle of the grid.,purple
"Facing north, build a 6 blocks tall orange tower to the left of the purple tower, then break the bottom 3 orange blocks.",orange
"Facing north, stack 3 purple blocks immediately to the left of the orange blocks.",purple
"Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that block, finally, break the middle blue block.",blue
"Stack 2 yellow blocks on top of the orange tower, break the bottom yellow block.",yellow
"Facing north, place a blue block to the left of the middle orange block.",blue
"Facing north, place a blue block between the two leftmost blue blocks, then place another blue block to the left of that one, finally, break the first block you placed.",blue
"Facing north, place a blue block to the right of the rightmost blue block, then stack 2 blue blocks on top of that one, finally, break the first block you placed.",blue
"Facing north, place a purple block in front of the bottom block of the left purple tower.",purple
"Facing north, place a purple block in front of the bottom block of the right purple tower, one block to the right.",purple
"Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.",orange
"Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.",purple
"Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.",purple
"Facing north, place a blue block on top of the orange tower, then place a blue block to the right and left of that one, break the middle blue block.",blue
"Facing north, place a blue block to the right of the rightmost blue block, then stack 2 blue blocks on top of that, finally, break the first block you placed.",blue
"Facing north, place a blue block to the left of the middle orange block, then place another blue block on top of it, but one block to the left.",blue
"Facing north, place a purple block in front of the bottom block of the left purple tower.",purple
"Facing north, place a purple block in front of the bottom block of the right purple tower, then place a purple block to the right of that, finally, break the first block you placed.",purple
"Stack 2 yellow blocks on top of the orange tower, then break the bottom yellow block.",yellow
"Face north, put a purple block in front of another purple block",purple
Put a purple block behind a purple block,purple
remove the purple block furthest north,mixed
place purple block three east of southernmost purple block,purple
place a purple block to the east of the south-eastern most purple block,purple
remove the left most purple block.,mixed
destroy one block on the left.,mixed
Take the rightmost purple block and place that to the left of the current left most block and set it beside it.,purple
Place two purple blocks on top of the northmost block of the cluster found towards the west.,purple
Place a stack of three purple blocks two squares to the east of the existing stack of three purple blocks.,purple
Destroy the northmost purple block and add a purple block two squares to the south.,purple
Place a stack of six red blocks between the two stacks of three purple blocks.,red
Destroy the bottom three red blocks.,mixed
Build two yellow blocks on top of the red blocks.,yellow
Destroy the yellow block that is the second from the top.,mixed
Build four more purple blocks on top of the western stack of existing purple blocks.,purple
Stack 3 purple blocks in the middle of the grid.,purple
"Facing north, stack 6 orange blocks immediately to the right of the purple tower, then break the 3 first orange blocks from the bottom.",orange
"Facing north, stack 3 purple blocks immediately to the right of the orange tower, on the ground.",purple
"Stack 2 yellow blocks on top of the orange tower, then break the bottom yellow block.",yellow
"Facing north, place a blue block to the left of the middle orange block, then place a blue block in between the two blue blocks, but one block to the left.",mixed
"Facing north, place a tower of 3 purple block",purple
"Facing North, place a tower of 3 purple block at the left of existing one, leaving a blank space between the two towers",purple
Stack 3 purple blocks in the middle of the grid.,purple
"Facing North, at five block from the left, move forward 4 block and place a purple square",purple
Build a 3 blocks tall purple tower behind the existing block.,purple
"Place a blue block up to highest purple block, leaving one blank block between them",blue
"Facing north, place a maroon block on the right on the blue block",red
Replace the red block with an orange one.,orange
Place an orange block on top and under the existing one.,orange
"Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.",purple
"Place a purple block to the right of the purple block that's in front of the right tower;
Break the block I just referred to above so that the two purple structures are not identical anymore.",purple
Place a blue block diagonal to the leftmost blue block (going up and to the right when facing North).,blue
"Place two yellow blocks on top of the orange tower;
Break the first block you placed.",yellow
"Place a blue block to the right of the top yellow block, ONE BLOCK DOWN.",blue
"Place a blue block diagonal to the rightmost blue block (GOING UP AND TO THE RIGHT);
Place a blue block on top of the one you just placed.",blue
"Facing north, go forward for 4 steps, and place a purple block",purple
Place two purple blocks on top of the existing one.,purple
Skip one square and build a 3 blocks tall purple tower to the right of the existing one.,purple
"In between the two towers, build a 6 blocks tall orange tower;
Break the first three blocks you placed.",orange
"Place a blue block on top of the orange tower;
Place a block to the left and right of the blue block;
Break the middle blue block.",blue
Build a column of two yellow blocks between the two blue blocks. Destroy the bottom block.,yellow
"Place a blue block to the right of the rightmost blue block;
Place two blue blocks on top of that block;
Break the first block you placed.",blue
On top of the left purple tower place two blue blocks. Destroy the first block you placed.,blue
"Place one red block on top of the lowest blue block. To its left, place a blue block. Break the red block you first placed.",blue
Build a 3 blocks tall purple tower in the middle of the grid.,purple
"Facing north, skip one square to the right of the purple tower and build another one of it.",purple
Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.,orange
"Facing north, place a purple block in front of the bottom purple block of the left tower.",purple
"Facing north, place a purple block in front of the right tower, then place another one to the right of that, then break the first block you placed.",purple
"Facing north, place a blue block to the left of the middle orange block.",blue
"Facing north, place a blue block to the left of the existing blue block, one block higher.",blue
"Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of it, now break the middle blue block.",blue
"Place two yellow blocks on top of the orange tower, then break the bottom yellow block.",yellow
"Facing north, place a blue block to the right of the rightmost blue block, then place 2 blue blocks on top of that, then break the first block you placed.",blue
"In the middle of the grid, build a 3 blocks tall purple tower.",purple
"Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.",purple
"Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.",orange
"Facing north, place a blue block to the left of the middle orange block.",blue
"Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.",blue
"Stack two yellow blocks on top of the orange tower, break the bottom yellow block.",yellow
"Facing north, place a blue block to the right of the rightmost blue block, then place two blocks on top of that, then break the first block you placed.",blue
"Facing north, place a blue block in between the two leftmost blue blocks, then place a blue block to the left of that one, then break the first block you placed.",blue
"Facing north, place a purple block in front of the bottom block of the left purple tower.",purple
"Facing north, place a purple block in front of the bottom block of the right purple tower, then place a purple block to the right of that, finally, break the first block you placed.",purple
"Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.",yellow
Build each one yellow block at the right and left side of the top most yellow block.,yellow
"Facing North, build a red block directly to the left of the left most yellow block. Build 2 more red blocks vertically on top of the red block you just built.",red
Build a 3 red blocks at the left side of the centre red block.,red
